,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
124818,I182050909,1402,Vandalism,VANDALISM,A7,2,,2018-06-28 12:00:00,2018,6,Thursday,12,Part Two,WILLIAM F MCCLELLAN HWY,42.39504158,-71.01017732,"(42.39504158, -71.01017732)"
76704,I182102466,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E5,562,,2018-12-20 11:09:00,2018,12,Thursday,11,Part Two,BEXLEY RD,42.28814871,-71.12630703,"(42.28814871, -71.12630703)"
372901,I162000633,3111,License Violation,LICENSE PREMISE VIOLATION,D4,128,,2016-01-03 00:37:00,2016,1,Sunday,0,Part Three,STANHOPE ST,42.34868917,-71.07257992,"(42.34868917, -71.07257992)"
385614,I152094482,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,171,,2015-11-14 02:26:00,2015,11,Saturday,2,Part Two,SEAVER ST,,,"(0.00000000, 0.00000000)"
105381,I182071409,3208,Property Lost,PROPERTY - MISSING,D4,139,,2018-08-13 16:04:00,2018,8,Monday,16,Part Three,BEACON ST,42.35118146,-71.0882412,"(42.35118146, -71.08824120)"
360338,I162014160,2647,Other,THREATS TO DO BODILY HARM,E13,303,,2016-02-22 16:45:00,2016,2,Monday,16,Part Two,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
114441,I182061798,1001,Counterfeiting,FORGERY / COUNTERFEITING,D4,143,,2018-08-04 13:34:00,2018,8,Saturday,13,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
31285,I192045183,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,914,,2019-06-14 18:00:00,2019,6,Friday,18,Part Two,COLONEL MICHAEL J. MCDONO,42.32737965,-71.05354012,"(42.32737965, -71.05354012)"
348242,I162027215,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,257,,2016-04-08 13:08:00,2016,4,Friday,13,Part Two,CUSHING AVE,42.31364183,-71.06316493,"(42.31364183, -71.06316493)"
68562,I192005956,1402,Vandalism,VANDALISM,B2, ,,2019-01-23 12:53:00,2019,1,Wednesday,12,Part Two,HUMBOLDT AVE,,,"(0.00000000, 0.00000000)"
393658,I152085627,3125,Warrant Arrests,WARRANT ARREST,D4,621,,2015-10-15 06:49:00,2015,10,Thursday,6,Part Three,MASSACHUSETTS AVE,42.35064119,-71.08938693,"(42.35064119, -71.08938693)"
369589,I162004213,3502,Missing Person Located,MISSING PERSON - LOCATED,B2,259,,2016-01-16 02:05:00,2016,1,Saturday,2,Part Three,MAGNOLIA ST,42.31863829,-71.06984326,"(42.31863829, -71.06984326)"
304475,I162074169,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,455,,2016-09-11 15:41:00,2016,9,Sunday,15,Part Three,RADCLIFFE ST,42.30020194,-71.07835353,"(42.30020194, -71.07835353)"
113069,I182063283,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A1,61,,2018-08-09 13:58:00,2018,8,Thursday,13,Part Three,CAUSEWAY ST,42.36474297,-71.06256983,"(42.36474297, -71.06256983)"
60783,I192014001,3007,Medical Assistance,SUDDEN DEATH,E18,485,,2019-02-23 07:00:00,2019,2,Saturday,7,Part Three,CATON ST,42.2653501,-71.10057377,"(42.26535010, -71.10057377)"
191152,I172088527,1107,Fraud,FRAUD - IMPERSONATION,E18,503,,2017-09-02 12:00:00,2017,9,Saturday,12,Part Two,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
231529,I172045707,1846,Drug Violation,DRUGS - POSS CLASS E,D4,619,,2017-06-09 02:00:00,2017,6,Friday,2,Part Two,EDGERLY RD,42.34363458,-71.08683416,"(42.34363458, -71.08683416)"
397764,I152081177,3114,Investigate Property,INVESTIGATE PROPERTY,B2,315,,2015-09-29 19:08:00,2015,9,Tuesday,19,Part Three,WABON ST,42.31441222,-71.08530390000001,"(42.31441222, -71.08530390)"
352366,I162022792,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,231,,2016-03-24 07:56:00,2016,3,Thursday,7,Part Two,E SEVENTH ST,42.33233788,-71.03324859,"(42.33233788, -71.03324859)"
5853,I192072243,2647,Other,THREATS TO DO BODILY HARM,B3,439,,2019-09-05 15:28:00,2019,9,Thursday,15,Part Two,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
64348,I192010324,3115,Investigate Person,INVESTIGATE PERSON,E5,716,,2019-02-08 16:59:00,2019,2,Friday,16,Part Three,GLENELLEN RD,42.26941355,-71.16317298,"(42.26941355, -71.16317298)"
227422,I172050122,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,17,,2017-06-22 17:52:00,2017,6,Thursday,17,Part Three,SARATOGA ST,42.37950444,-71.02857705,"(42.37950444, -71.02857705)"
231828,I172045392,3301,Verbal Disputes,VERBAL DISPUTE,B3,458,,2017-06-08 07:10:00,2017,6,Thursday,7,Part Three,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
267781,I172007015,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,348,,2017-01-26 14:58:00,2017,1,Thursday,14,Part Three,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.05878720)"
388400,I152091351,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,A1,119,,2015-11-03 18:30:00,2015,11,Tuesday,18,Part Two,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
246110,I172030089,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,C11,345,,2017-04-18 03:49:00,2017,4,Tuesday,3,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
424326,I152051945,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,358,,2015-06-23 12:42:00,2015,6,Tuesday,12,Part Three,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
184152,I172095939,3305,Assembly or Gathering Violations,DEMONSTRATIONS/RIOT,A1,98,,2017-11-17 09:16:00,2017,11,Friday,9,Part Three,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)"
216655,I172061526,301,Robbery,ROBBERY - STREET,A1,101,,2017-07-29 02:48:00,2017,7,Saturday,2,Part One,COMMERCIAL ST,42.35932308,-71.05356026,"(42.35932308, -71.05356026)"
303061,I162075695,616,Larceny,LARCENY THEFT OF BICYCLE,D4,130,,2016-09-16 15:35:00,2016,9,Friday,15,Part One,CLARENDON ST,42.34984179,-71.07480212,"(42.34984179, -71.07480212)"
137951,I182037124,617,Larceny,LARCENY THEFT FROM BUILDING,B3,475,,2018-05-16 09:53:00,2018,5,Wednesday,9,Part One,CUMMINS HWY,42.27056677,-71.10100994,"(42.27056677, -71.10100994)"
298440,I162080669,3115,Investigate Person,INVESTIGATE PERSON,C11,391,,2016-10-02 14:09:00,2016,10,Sunday,14,Part Three,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
57534,I192017449,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,943,,2019-03-08 16:56:00,2019,3,Friday,16,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
33524,I192042797,617,Larceny,LARCENY THEFT FROM BUILDING,D4,626,,2019-06-06 20:13:00,2019,6,Thursday,20,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
207848,I172070843,1402,Vandalism,VANDALISM,B3,444,,2017-08-27 09:10:00,2017,8,Sunday,9,Part Two,HARVARD ST,42.29600751,-71.08387509,"(42.29600751, -71.08387509)"
423391,I152052995,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B2,309,,2015-06-26 18:30:00,2015,6,Friday,18,Part Two,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
312068,I162065996,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,C11,358,,2016-08-15 20:18:00,2016,8,Monday,20,Part Three,LARCHMONT ST,42.29703368,-71.06860662,"(42.29703368, -71.06860662)"
384942,I152095239,301,Robbery,ROBBERY - STREET,E18,522,,2015-11-16 17:33:00,2015,11,Monday,17,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
174331,I172106391,613,Larceny,LARCENY SHOPLIFTING,A1,105,,2017-12-26 13:38:00,2017,12,Tuesday,13,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
375671,I152105448,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,177,,2015-12-22 12:27:00,2015,12,Tuesday,12,Part One,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
406258,I152072010,3301,Verbal Disputes,VERBAL DISPUTE,B3,448,,2015-08-30 13:28:00,2015,8,Sunday,13,Part Three,MILLET ST,42.29368748,-71.07692422,"(42.29368748, -71.07692422)"
104849,I182071942,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,B3,425,,2018-09-06 23:52:00,2018,9,Thursday,23,Part One,BABSON ST,42.27267557,-71.09192911,"(42.27267557, -71.09192911)"
300820,I162078099,3125,Warrant Arrests,WARRANT ARREST,D14,282,,2016-09-24 02:32:00,2016,9,Saturday,2,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
287037,I162092735,619,Larceny,LARCENY ALL OTHERS,B2,305,,2016-11-12 16:54:00,2016,11,Saturday,16,Part One,CODMAN PARK,42.32006163,-71.09297076,"(42.32006163, -71.09297076)"
165248,I182008329,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,139,,2018-02-01 00:12:00,2018,2,Thursday,0,Part One,BEACON ST,42.35118146,-71.0882412,"(42.35118146, -71.08824120)"
114614,I182061615,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,393,,2018-08-03 17:17:00,2018,8,Friday,17,Part Three,MONSIGNOR PATRICK J. LYDO,42.28866198,-71.06130524,"(42.28866198, -71.06130524)"
387058,I152092845,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,307,,2015-11-08 16:24:00,2015,11,Sunday,16,Part Three,WALNUT PARK,42.31451479,-71.0947082,"(42.31451479, -71.09470820)"
127641,I182047980,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,28,,2018-06-19 19:42:00,2018,6,Tuesday,19,Part Three,GOVE ST,42.37161486,-71.03766485,"(42.37161486, -71.03766485)"
14268,I192063085,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,434,,2019-08-11 21:00:00,2019,8,Sunday,21,Other,NORFOLK ST,42.2840622,-71.08170839,"(42.28406220, -71.08170839)"
265570,I172009417,1402,Vandalism,VANDALISM,D14,777,,2017-02-02 17:00:00,2017,2,Thursday,17,Part Two,LAROSE PL,42.345559,-71.14755192,"(42.34555900, -71.14755192)"
122519,I182053301,3115,Investigate Person,INVESTIGATE PERSON,E18,498,,2018-07-06 23:38:00,2018,7,Friday,23,Part Three,CLARE AVE,42.27162486,-71.11915512,"(42.27162486, -71.11915512)"
296618,I162082620,3114,Investigate Property,INVESTIGATE PROPERTY,B3,458,,2016-10-08 20:23:00,2016,10,Saturday,20,Part Three,ELLINGTON ST,42.30136116,-71.08290897,"(42.30136116, -71.08290897)"
99647,I182077484,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,766,,2018-09-22 21:00:00,2018,9,Saturday,21,Part Three,HOBART ST,42.35501394,-71.15969592,"(42.35501394, -71.15969592)"
136708,I182038426,619,Larceny,LARCENY ALL OTHERS,A1,106,,2018-05-19 22:30:00,2018,5,Saturday,22,Part One,ATLANTIC AVE,42.35218278,-71.0556788,"(42.35218278, -71.05567880)"
27172,I192049494,616,Larceny,LARCENY THEFT OF BICYCLE,A1,76,,2019-06-28 17:00:00,2019,6,Friday,17,Part One,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
343636,I162032136,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,617,,2016-04-25 15:40:00,2016,4,Monday,15,Part One,FENWAY,42.34004776,-71.09293323,"(42.34004776, -71.09293323)"
319651,I162057798,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,,2016-07-20 13:11:00,2016,7,Wednesday,13,Part Two,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
404675,I152073728,2647,Other,THREATS TO DO BODILY HARM,A7,28,,2015-09-05 01:45:00,2015,9,Saturday,1,Part Two,PARIS ST,42.37081805,-71.03929078,"(42.37081805, -71.03929078)"
22909,I192054021,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,432,,2019-07-14 00:39:00,2019,7,Sunday,0,Part Three,WOODROW AVE,42.28712049,-71.08421139,"(42.28712049, -71.08421139)"
5927,I192072164,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,E18,489,,2019-08-16 12:00:00,2019,8,Friday,12,Part Two,OAKWOOD ST,42.26830566,-71.10955247,"(42.26830566, -71.10955247)"
227680,I172049854,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,437,,2017-06-21 19:30:00,2017,6,Wednesday,19,Part Three,MILTON AVE,42.28712554,-71.07885351,"(42.28712554, -71.07885351)"
86119,I182092108,3301,Verbal Disputes,VERBAL DISPUTE,B3,435,,2018-11-06 14:28:00,2018,11,Tuesday,14,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
49362,I192026090,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,431,,2019-04-07 10:00:00,2019,4,Sunday,10,Part One,ASHTON ST,42.28733485,-71.08926812,"(42.28733485, -71.08926812)"
102212,I182074813,3410,Towed,TOWED MOTOR VEHICLE,A1,84,,2018-09-16 18:28:00,2018,9,Sunday,18,Part Three,HANOVER ST,42.36379365,-71.05447076,"(42.36379365, -71.05447076)"
81388,I182097286,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2, ,,2018-12-03 00:46:00,2018,12,Monday,0,Part Two,,,,"(0.00000000, 0.00000000)"
178158,I172102253,3114,Investigate Property,INVESTIGATE PROPERTY,B2,280,,2017-12-09 23:54:00,2017,12,Saturday,23,Part Three,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
38802,I192037222,3502,Missing Person Located,MISSING PERSON - LOCATED,A1,78,,2019-05-19 01:00:00,2019,5,Sunday,1,Part Three,UNION ST,42.36148163,-71.05719146,"(42.36148163, -71.05719146)"
352100,I162023086,3301,Verbal Disputes,VERBAL DISPUTE,C11,364,,2016-03-25 08:49:00,2016,3,Friday,8,Part Three,CENTRE ST,42.29472426,-71.05798100000001,"(42.29472426, -71.05798100)"
366285,I162007797,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,93,,2016-01-29 15:07:00,2016,1,Friday,15,Part Two,DEVONSHIRE ST,42.3588621,-71.05680967,"(42.35886210, -71.05680967)"
400890,I152077816,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,418,,2015-09-18 07:30:00,2015,9,Friday,7,Part One,FULLER ST,42.28009279,-71.0800541,"(42.28009279, -71.08005410)"
144252,I182030546,2629,Harassment,HARASSMENT,C6,199,,2018-04-23 11:45:00,2018,4,Monday,11,Part Two,W FOURTH ST,42.34082366,-71.0558791,"(42.34082366, -71.05587910)"
203869,I172075052,3410,Towed,TOWED MOTOR VEHICLE,E5,563,,2017-09-10 07:07:00,2017,9,Sunday,7,Part Three,FAWNDALE RD,42.29011783,-71.12187904,"(42.29011783, -71.12187904)"
327022,I162049901,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",A15,50,,2016-06-23 13:51:00,2016,6,Thursday,13,Part Three,BRIGHTON ST,42.38321306,-71.07814394,"(42.38321306, -71.07814394)"
222172,I172055663,2647,Other,THREATS TO DO BODILY HARM,E18,520,,2017-07-10 12:28:00,2017,7,Monday,12,Part Two,HYDE PARK AVE,42.25693527,-71.12384449999999,"(42.25693527, -71.12384450)"
413913,I152063605,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,69,,2015-08-01 19:24:00,2015,8,Saturday,19,Part Three,BEACON ST,42.35606892,-71.06984789,"(42.35606892, -71.06984789)"
53000,I192022260,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,427,,2019-03-26 19:36:00,2019,3,Tuesday,19,Part Three,NORFOLK ST,42.276683899999995,-71.09240248,"(42.27668390, -71.09240248)"
28433,I192048200,1402,Vandalism,VANDALISM,E13,573,,2019-06-25 07:00:00,2019,6,Tuesday,7,Part Two,BROOKSIDE AVE,42.3085795,-71.10691745,"(42.30857950, -71.10691745)"
13937,I192063423,619,Larceny,LARCENY ALL OTHERS,C11,252,,2019-08-13 14:34:00,2019,8,Tuesday,14,Part One,SAVIN HILL AVE,42.31060867,-71.05225582,"(42.31060867, -71.05225582)"
216497,I172061696,1402,Vandalism,VANDALISM,E13,307,,2017-07-29 17:21:00,2017,7,Saturday,17,Part Two,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
413325,I152064259,1001,Counterfeiting,FORGERY / COUNTERFEITING,B2,304,,2015-08-04 04:05:00,2015,8,Tuesday,4,Part Two,WEAVER WAY,42.32140611,-71.09596829,"(42.32140611, -71.09596829)"
265044,I172009998,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,573,,2017-02-06 12:13:00,2017,2,Monday,12,Part One,UNION AVE,42.30968109,-71.105837,"(42.30968109, -71.10583700)"
424804,I152051319,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,A1,69,,2015-06-21 06:25:00,2015,6,Sunday,6,Part Two,BEACON ST,42.35621487,-71.06943438,"(42.35621487, -71.06943438)"
169979,I182003369,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,819,,2018-01-07 16:00:00,2018,1,Sunday,16,Part Three,VICTORY RD,42.29925652,-71.04610986,"(42.29925652, -71.04610986)"
268876,I172005859,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,395,,2017-01-22 17:06:00,2017,1,Sunday,17,Part Two,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)"
28770,I192047868,1402,Vandalism,VANDALISM,E13,946,,2019-06-24 02:00:00,2019,6,Monday,2,Part Two,METCALF CT,42.30536762,-71.11571500000001,"(42.30536762, -71.11571500)"
357018,I162017737,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,355,,2016-03-06 17:54:00,2016,3,Sunday,17,Part Two,GIBSON ST,42.29755533,-71.05970909999999,"(42.29755533, -71.05970910)"
160649,I182013236,3301,Verbal Disputes,VERBAL DISPUTE,B2,909,,2018-02-19 19:31:00,2018,2,Monday,19,Part Three,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
192936,I172086604,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,780,,2017-09-30 17:50:00,2017,9,Saturday,17,Part Three,N BEACON ST,42.35560329,-71.14692214,"(42.35560329, -71.14692214)"
359924,I162014623,2647,Other,THREATS TO DO BODILY HARM,A7,24,,2016-02-23 19:00:00,2016,2,Tuesday,19,Part Two,BROOKS ST,42.37897673,-71.0351536,"(42.37897673, -71.03515360)"
3575,I192074711,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,326,,2019-09-17 11:53:00,2019,9,Tuesday,11,Part Three,BLUE HILL AVE,42.31214719,-71.08053224,"(42.31214719, -71.08053224)"
386567,I152093413,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4,271,,2015-11-10 13:45:00,2015,11,Tuesday,13,Part Two,WASHINGTON ST,42.33621941,-71.07733761,"(42.33621941, -71.07733761)"
216858,I172061306,3301,Verbal Disputes,VERBAL DISPUTE,C11,361,,2017-07-28 12:56:00,2017,7,Friday,12,Part Three,NIXON ST,42.29265602,-71.06470274,"(42.29265602, -71.06470274)"
341771,I162034110,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",D4,273,,2016-05-02 15:50:00,2016,5,Monday,15,Part Two,WASHINGTON ST,42.335435100000005,-71.07840204,"(42.33543510, -71.07840204)"
135824,I182039355,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,364,,2018-05-23 10:35:00,2018,5,Wednesday,10,Part Three,DIX ST,42.29601566,-71.05766432,"(42.29601566, -71.05766432)"
72773,I192001513,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,C11,352,,2019-01-06 11:58:00,2019,1,Sunday,11,Part Two,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
50350,I192025065,1402,Vandalism,VANDALISM,B3,418,,2019-04-05 13:30:00,2019,4,Friday,13,Part Two,SELDEN ST,42.28089366,-71.08037468,"(42.28089366, -71.08037468)"
188912,I172090911,1402,Vandalism,VANDALISM,D4,151,,2017-10-31 00:23:00,2017,10,Tuesday,0,Part Two,APPLETON ST,42.34596339,-71.07166712,"(42.34596339, -71.07166712)"
179882,I172100465,3501,Missing Person Reported,MISSING PERSON,B3,468,,2017-12-03 18:33:00,2017,12,Sunday,18,Part Three,WELLINGTON HILL ST,42.2819874,-71.09623655,"(42.28198740, -71.09623655)"
62265,I192012519,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,524,,2019-02-17 09:00:00,2019,2,Sunday,9,Part Three,VAN BRUNT ST,42.24191141,-71.12381989,"(42.24191141, -71.12381989)"
208815,I172069787,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,118,,2017-08-23 18:26:00,2017,8,Wednesday,18,Part Three,CHURCH ST,42.35049658,-71.06865907,"(42.35049658, -71.06865907)"
33534,I192042785,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,119,,2019-06-06 20:07:00,2019,6,Thursday,20,Part One,TEMPLE PL,42.3556359,-71.06289601,"(42.35563590, -71.06289601)"
297267,I162081931,3125,Warrant Arrests,WARRANT ARREST,A1,112,,2016-10-06 18:46:00,2016,10,Thursday,18,Part Three,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
163841,I182009849,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A7,7,,2018-02-06 16:20:00,2018,2,Tuesday,16,Part Three,BENNINGTON ST,42.38693634,-71.006072,"(42.38693634, -71.00607200)"
341256,I162034669,3114,Investigate Property,INVESTIGATE PROPERTY,E5,822,,2016-05-04 15:15:00,2016,5,Wednesday,15,Part Three,MARGARETTA DR,42.25577653,-71.14547503,"(42.25577653, -71.14547503)"
357354,I162017365,2403,Disorderly Conduct,DISTURBING THE PEACE,E18,490,,2016-03-05 07:31:00,2016,3,Saturday,7,Part Two,ROANOKE RD,42.27112941,-71.11089554,"(42.27112941, -71.11089554)"
134944,I182040282,3114,Investigate Property,INVESTIGATE PROPERTY,B3,416,,2018-05-26 04:02:00,2018,5,Saturday,4,Part Three,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
173604,I172107170,3301,Verbal Disputes,VERBAL DISPUTE,C11,392,,2017-12-29 16:44:00,2017,12,Friday,16,Part Three,HELENA RD,42.28662057,-71.05554762,"(42.28662057, -71.05554762)"
346036,I162029572,1402,Vandalism,VANDALISM,B2,587,,2016-04-16 00:00:00,2016,4,Saturday,0,Part Two,OSCAR ST,42.33011785,-71.09707422,"(42.33011785, -71.09707422)"
92534,I182084907,3115,Investigate Person,INVESTIGATE PERSON,A15,900,,2018-10-20 20:49:00,2018,10,Saturday,20,Part Three,CARNEY CT,42.37964694,-71.05989892,"(42.37964694, -71.05989892)"
94606,I182082699,3115,Investigate Person,INVESTIGATE PERSON,D14,774,,2018-10-12 23:27:00,2018,10,Friday,23,Part Three,LOTHIAN RD,42.34037301,-71.15388143,"(42.34037301, -71.15388143)"
333302,I162043251,2647,Other,THREATS TO DO BODILY HARM,B3,439,,2016-06-02 08:39:00,2016,6,Thursday,8,Part Two,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
175846,I172104740,619,Larceny,LARCENY ALL OTHERS,B2,310,,2017-12-10 19:46:00,2017,12,Sunday,19,Part One,MARTIN LUTHER KING JR BLV,42.31847226,-71.08409289,"(42.31847226, -71.08409289)"
369335,I162004510,3201,Property Lost,PROPERTY - LOST,B2,321,,2016-01-16 00:00:00,2016,1,Saturday,0,Part Three,DEVON ST,42.31113699,-71.08227667,"(42.31113699, -71.08227667)"
323345,I162053861,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,496,,2016-07-02 16:00:00,2016,7,Saturday,16,Part Three,METROPOLITAN AVE,42.26847209,-71.11941323,"(42.26847209, -71.11941323)"
225723,I172051930,3114,Investigate Property,INVESTIGATE PROPERTY,B3,474,,2017-06-28 09:37:00,2017,6,Wednesday,9,Part Three,ITASCA ST,42.27246009,-71.10352421,"(42.27246009, -71.10352421)"
53597,I192021597,3116,Harbor Related Incidents,HARBOR INCIDENT / VIOLATION,A1,000,,2019-03-24 13:05:00,2019,3,Sunday,13,Part Three,SPECTACLE ISLAND,,,"(0.00000000, 0.00000000)"
189806,I172089940,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,E18,516,,2017-10-27 17:04:00,2017,10,Friday,17,Part Two,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
280849,I162099502,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,55,,2016-12-06 07:00:00,2016,12,Tuesday,7,Part Three,ELM ST,42.37843587,-71.06304626,"(42.37843587, -71.06304626)"
115710,I182060443,2647,Other,THREATS TO DO BODILY HARM,C6,196,,2018-07-31 11:39:00,2018,7,Tuesday,11,Part Two,OLD COLONY AVE,42.33726583,-71.05653822,"(42.33726583, -71.05653822)"
403906,I152074591,3115,Investigate Person,INVESTIGATE PERSON,B2,614,,2015-09-08 13:29:00,2015,9,Tuesday,13,Part Three,BLACKFAN CIR,42.33916952,-71.10358341,"(42.33916952, -71.10358341)"
411705,I152065985,3114,Investigate Property,INVESTIGATE PROPERTY,A1,92,,2015-08-10 01:56:00,2015,8,Monday,1,Part Three,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
247772,I172028287,3114,Investigate Property,INVESTIGATE PROPERTY,E13,651,,2017-04-11 20:07:00,2017,4,Tuesday,20,Part Three,SOUTH ST,42.30270805,-71.11449114,"(42.30270805, -71.11449114)"
53756,I192021425,3207,Property Found,PROPERTY - FOUND,A7,25,,2019-03-23 15:21:00,2019,3,Saturday,15,Part Three,FALCON ST,42.3819736,-71.03768922,"(42.38197360, -71.03768922)"
74186,I192000029,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,565,,2019-01-01 01:30:00,2019,1,Tuesday,1,Other,GREENOCK ST,42.29105051,-71.09122374,"(42.29105051, -71.09122374)"
